id,N,kf,rho_length_density
CC00255XX08_84400,736,32.54076086956522,-0.22871347352490895
CC00257XX10_84700,734,34.46049046321526,-0.27422699424605546
CC00258XX11_84900,735,35.61904761904762,-0.2693760422072327
CC00259XX12_85100,735,34.61768707482993,-0.2846691697397056
CC00260XX05_85300,733,37.90177353342428,-0.263630175062511
CC00265XX10_86901,734,35.555858310626704,-0.26041341040131605
CC00267XX12_87700,735,33.27074829931973,-0.20665480868381458
CC00268XX13_87800,735,33.57278911564626,-0.28086585867846386
CC00269XX14_88300,737,34.80597014925373,-0.27505349244177657
CC00270XX07_88600,734,36.7275204359673,-0.25280715342363735
CC00271XX08_100400,736,34.64673913043478,-0.20871961598086827
CC00271XX08_88900,734,35.967302452316076,-0.2422442139532378
CC00272XX09_117900,731,37.96169630642955,-0.2302540813785854
CC00281AN10_90400,736,35.98097826086956,-0.2782011609415363
CC00281BN10_90500,736,33.02173913043478,-0.31774368138857045
CC00284AN13_111400,732,34.28142076502732,-0.30395897523602466
CC00284AN13_90701,733,39.15416098226466,-0.2893003380276397
CC00284BN13_111500,736,35.046195652173914,-0.2487810482704528
CC00284BN13_90801,733,37.0450204638472,-0.3456100348703024
CC00286XX15_91700,736,35.28532608695652,-0.2630454363125651
CC00287BN16_93900,734,34.335149863760215,-0.23502310379359728
CC00289XX18_119700,732,36.478142076502735,-0.23389887173656843
CC00290XX11_92900,734,38.346049046321525,-0.24344054756937034
CC00291XX12_93100,737,35.76662143826323,-0.2238857258005761
CC00292XX13_93800,732,33.21584699453552,-0.2690155341935879
CC00293AN14_97401,736,39.828804347826086,-0.2942656803086113
CC00293BN14_97500,731,38.97127222982216,-0.2814660747034258
CC00298XX19_94700,735,32.10340136054422,-0.2303265098058517
CC00300XX03_96000,730,33.88767123287671,-0.2999089662526825
CC00301XX04_113001,735,33.98095238095238,-0.2819438967339401
CC00301XX04_96400,731,35.20109439124487,-0.29308963977717084
CC00302XX05_113500,735,40.02721088435374,-0.29246085072772704
CC00303XX06_96900,734,33.43051771117166,-0.22105362664235326
CC00304XX07_111600,729,35.832647462277095,-0.30158783936558203
CC00305XX08_115700,731,34.13953488372093,-0.2599657392701188
CC00305XX08_98101,733,37.45156889495225,-0.3271153717803026
CC00306XX09_98700,732,34.19398907103825,-0.23914395601089145
CC00307XX10_98800,735,36.372789115646256,-0.24790528497753023
CC00308XX11_98900,732,32.52732240437158,-0.2653744903097283
CC00309BN12_99400,735,34.03265306122449,-0.22948395443696523
CC00313XX08_100000,735,33.17006802721088,-0.2569722471875307
CC00314XX09_100101,735,34.946938775510205,-0.23355795401160312
CC00316XX11_101300,729,33.03155006858711,-0.2488990909570214
CC00319XX14_117300,735,31.058503401360543,-0.23479492745279978
CC00320XX07_102300,729,34.62002743484225,-0.26147566111731785
CC00321XX08_102700,735,40.816326530612244,-0.168476201650359
CC00324XX11_111200,735,34.95510204081633,-0.24829701844403337
CC00325XX12_103900,736,32.20108695652174,-0.23936893484683444
CC00326XX13_104100,736,33.84510869565217,-0.2895474118055599
CC00326XX13_118800,734,31.370572207084468,-0.27531157749935975
CC00328XX15_104800,733,33.90723055934516,-0.20898605167564865
CC00329XX16_105400,733,32.96862210095498,-0.2633815704682002
CC00332XX11_105700,734,30.93732970027248,-0.25823793132803835
CC00333XX12_105800,734,40.94277929155314,-0.3164187046954931
CC00334XX13_106100,732,30.112021857923498,-0.21187826533189158
CC00337XX16_107000,736,32.432065217391305,-0.2633412146661985
CC00338AN17_107700,734,34.15803814713897,-0.26996742056323786
CC00338BN17_107600,732,33.22950819672131,-0.2797428405405501
CC00339XX18_107200,734,34.42234332425068,-0.21831241988285358
CC00341XX12_108000,733,33.470668485675304,-0.27377481742609316
CC00342XX13_108300,734,30.743869209809265,-0.2255164738953182
CC00343XX14_108500,732,38.814207650273225,-0.25274457320699106
CC00344XX15_108600,734,34.99455040871935,-0.2248528604643676
CC00345XX16_109000,734,32.59945504087194,-0.2904590779420897
CC00347XX18_109600,735,36.66938775510204,-0.24377578403852274
CC00348XX19_110200,735,33.542857142857144,-0.26812976063824384
CC00349XX20_110300,736,39.47826086956522,-0.2898107773297008
CC00350XX04_109100,732,34.797814207650276,-0.29458472415399833
CC00351XX05_109500,735,34.33469387755102,-0.27194093459986796
CC00352XX06_110700,732,33.18306010928962,-0.2935203823123525
CC00353XX07_111000,733,35.14051841746248,-0.25553532970872594
CC00354XX08_112100,735,33.333333333333336,-0.24504151976131366
CC00355XX09_112600,733,31.080491132332877,-0.2545687591804746
CC00356XX10_112901,734,35.88555858310627,-0.2500247968170035
CC00357XX11_113900,733,34.177353342428376,-0.27242750205630184
CC00361XX07_111700,734,36.92370572207084,-0.3289900763014777
CC00361XX07_120500,735,35.61632653061225,-0.2726708100408613
CC00362XX08_114500,728,30.395604395604394,-0.24001579848343252
CC00363XX09_114900,731,34.53077975376197,-0.23786150939720202
CC00364XX10_115200,734,34.961852861035425,-0.21933105028321456
CC00366XX12_116300,735,36.63401360544218,-0.24775491256642057
CC00367XX13_116000,735,37.79319727891156,-0.2658150211765922
CC00368XX14_116600,735,31.782312925170068,-0.25073356452273304
CC00370XX08_142400,734,33.664850136239785,-0.2725879864800743
CC00371XX09_134700,735,31.69251700680272,-0.27585977728766276
CC00376XX14_118400,735,37.142857142857146,-0.25928867912696213
CC00377XX15_119800,732,36.967213114754095,-0.2920475818810002
CC00378XX16_120200,733,34.54024556616644,-0.2724814352981823
CC00379XX17_120400,731,31.43638850889193,-0.2662298210563863
CC00380XX10_121200,732,41.459016393442624,-0.28294728310446626
CC00382XX12_121700,733,32.9849931787176,-0.26040441443671625
CC00383XX13_121800,734,34.25068119891008,-0.24560537269329458
CC00384XX14_122200,732,33.51092896174863,-0.3052881219768953
CC00385XX15_118500,732,33.41530054644809,-0.2289036052233274
CC00385XX15_125700,735,32.582312925170065,-0.26622693709304274
CC00389XX19_119100,731,40.85362517099863,-0.29693603991118817
CC00389XX19_133800,734,37.3433242506812,-0.2641644454946877
CC00395XX17_121300,734,42.09809264305177,-0.26968084787817953
CC00395XX17_129500,731,35.00410396716826,-0.3244058120109491
CC00397XX19_122700,733,31.36698499317872,-0.26871771681365086
CC00398XX20_123100,734,39.84741144414169,-0.24925701663275013
CC00399XX21_123400,731,35.477428180574556,-0.27866978635498796
CC00400XX04_123700,731,32.52530779753762,-0.23747157979637692
CC00401XX05_123900,734,34.29700272479564,-0.28806569293846845
CC00402XX06_124300,733,34.30286493860846,-0.2576165832619223
CC00403XX07_124400,736,35.41576086956522,-0.2956522773116889
CC00404XX08_124500,732,33.23224043715847,-0.28070294844371496
CC00405XX09_124900,733,33.72442019099591,-0.2694339227286167
CC00406XX10_122900,735,38.155102040816324,-0.24315021945422496
CC00406XX10_129200,736,35.80978260869565,-0.27163615144366077
CC00407AN11_124000,736,36.34510869565217,-0.30250582505399914
CC00407AN11_137100,737,34.15739484396201,-0.26765719645938435
CC00407BN11_124100,737,41.82089552238806,-0.2366834094099915
CC00408XX12_125500,732,32.177595628415304,-0.2838938704769864
CC00409XX13_125600,736,38.671195652173914,-0.2793206090314211
CC00410XX06_125800,733,32.439290586630285,-0.24323618577511832
CC00411XX07_126200,730,32.827397260273976,-0.29209805481754325
CC00412XX08_126301,732,35.013661202185794,-0.2505001406544206
CC00413XX09_127100,733,33.06139154160982,-0.22672150063097082
CC00414XX10_127300,735,35.031292517006804,-0.28064837345211185
CC00415XX11_127400,736,33.05978260869565,-0.2749677912851627
CC00416XX12_128900,734,35.05177111716621,-0.2748023604696573
CC00417XX13_129000,736,33.26358695652174,-0.2511143436061241
CC00418AN14_125200,733,34.69849931787176,-0.31032627942003865
CC00418AN14_130200,735,34.32380952380952,-0.2608278707901671
CC00418BN14_125300,730,34.47397260273973,-0.3051160550929097
CC00418BN14_130300,734,34.920980926430516,-0.26825408165546655
CC00421AN09_126000,733,31.312414733969987,-0.2668061989074883
CC00421BN09_126100,731,33.499316005471954,-0.27772860359731183
CC00422XX10_127800,736,34.98913043478261,-0.28574712473112684
CC00423XX11_127200,736,33.0,-0.31103889590413836
CC00424XX12_129400,733,33.29604365620737,-0.2624608045636539
CC00425XX13_129800,733,32.12551159618008,-0.24626630626324467
CC00426XX14_129900,732,33.71857923497268,-0.2693661769500178
CC00427XX15_130100,735,33.06938775510204,-0.2377918993685602
CC00428XX16_130400,733,32.311050477489765,-0.27335857334784597
CC00429XX17_130900,729,33.94787379972565,-0.3309706084683402
CC00430XX10_131100,732,32.295081967213115,-0.23612816950652762
CC00431XX11_131500,733,31.443383356070942,-0.26722769759203313
CC00432XX12_131800,737,35.67706919945726,-0.26063306077509935
CC00433XX13_132000,730,31.035616438356165,-0.2365101507422034
CC00434AN14_127700,732,30.849726775956285,-0.28531346863071355
CC00438XX18_156800,731,32.02735978112175,-0.2466728389820742
CC00439XX19_132100,733,34.55934515688949,-0.24488631451084453
CC00440XX12_132200,734,33.13623978201635,-0.25450075395819033
CC00441XX13_132902,733,33.915416098226466,-0.26271401138055495
CC00442XX14_133300,731,30.80437756497948,-0.22004146646241066
CC00443XX15_133900,736,34.82336956521739,-0.25746540491580877
CC00444XX16_135101,735,37.39047619047619,-0.305951003658308
CC00445XX17_134800,733,40.027285129604365,-0.21711885722110727
CC00446XX18_135200,734,32.66212534059945,-0.291841320593719
CC00447XX19_135600,734,34.63760217983651,-0.3046575044136917
CC00448XX20_135800,733,31.541609822646656,-0.23010225384066121
CC00450XX05_136100,731,33.660738714090286,-0.2688809975419594
CC00451XX06_137000,734,37.58038147138964,-0.31891718328571217
CC00453XX08_136600,735,37.74149659863946,-0.28486325310988236
CC00454XX09_137600,734,33.70844686648501,-0.29500169408553917
CC00455XX10_137700,732,32.40163934426229,-0.2806315176875953
CC00457XX12_138601,730,34.03013698630137,-0.2669120688780443
CC00458XX13_138900,736,38.61684782608695,-0.32709049775822047
CC00461XX08_175100,733,32.903137789904505,-0.2307045497490124
CC00462XX09_134100,730,32.416438356164385,-0.28922851440403385
CC00465XX12_137900,735,40.57142857142857,-0.2545907238815848
CC00466AN13_138400,736,37.53804347826087,-0.2856808760206733
CC00466BN13_138300,733,33.70804911323329,-0.325246387015499
CC00467XX14_139000,733,30.733969986357437,-0.2560347870419593
CC00468XX15_139100,734,29.989100817438693,-0.22108220697060618
CC00469XX16_139200,730,31.97808219178082,-0.27337904584766987
CC00470XX09_139600,735,31.752380952380953,-0.27441241831054186
CC00472XX11_140000,734,39.63487738419619,-0.30875420441245377
CC00473XX12_140100,734,29.787465940054496,-0.26109802255116893
CC00474XX13_140500,736,36.90217391304348,-0.2518982445787106
CC00475XX14_141400,733,32.29467939972715,-0.26701419620902306
CC00476XX15_141500,734,32.49591280653951,-0.2751480241234284
CC00477XX16_141600,733,30.763983628922237,-0.25589096835110325
CC00478XX17_141601,736,34.08967391304348,-0.293187161941497
CC00479XX18_141608,737,35.563093622795115,-0.23820238833901108
CC00480XX11_141609,733,33.23328785811733,-0.23455099456689768
CC00481XX12_141800,730,34.293150684931504,-0.27288322998196646
CC00482XX13_142000,736,34.04891304347826,-0.23841253580600164
CC00483XX14_144200,733,33.47885402455662,-0.2571342317760255
CC00484XX15_142700,735,34.987755102040815,-0.2902432562043811
CC00485XX16_143100,734,34.52316076294278,-0.2836252797061841
CC00486XX17_144300,734,39.427792915531334,-0.3240103431894817
CC00489XX20_138800,733,35.60982264665757,-0.28648177178783607
CC00489XX20_142900,732,35.423497267759565,-0.29967203472384535
CC00492AN15_140900,736,42.27717391304348,-0.24672610199754558
CC00492BN15_140800,731,35.47469220246238,-0.3013357108254286
CC00497XX20_144500,732,36.89890710382514,-0.24284526043360297
CC00498XX21_144900,733,39.24965893587994,-0.2463021111886356
CC00499XX22_145800,734,34.36239782016349,-0.26723322988039283
CC00500XX05_145900,736,32.85326086956522,-0.22901929442455501
CC00501XX06_146500,736,33.48913043478261,-0.24867362850907757
CC00502XX07_146700,735,33.74149659863946,-0.2982995710207942
CC00504XX09_146800,733,32.59754433833561,-0.28749261988017305
CC00505XX10_146900,735,32.775510204081634,-0.21255481246843627
CC00507XX12_148202,733,32.97407912687585,-0.27601972663576146
CC00508XX13_148700,733,32.52387448840382,-0.25415228991278943
CC00509XX14_148800,734,32.059945504087196,-0.24106245113223884
CC00511XX08_149000,734,31.13351498637602,-0.27295991948841525
CC00512XX09_150700,733,33.40791268758527,-0.2443896362242011
CC00513XX10_150000,732,32.986338797814206,-0.27333536810961623
CC00515XX12_152600,732,33.99180327868852,-0.28181299288501904
CC00516XX13_152902,734,35.16076294277929,-0.29569302364678524
CC00517XX14_145000,734,38.35422343324251,-0.21042984570871304
CC00517XX14_159200,733,32.88403819918145,-0.28066408030992485
CC00518XX15_145700,735,40.99047619047619,-0.23666225142247452
CC00518XX15_166600,732,37.650273224043715,-0.30325069216447526
CC00520XX09_150201,733,34.91678035470669,-0.2888414384414459
CC00525XX14_150600,730,41.273972602739725,-0.23859715131176146
CC00525XX14_165900,733,42.941336971350616,-0.3257275044379469
CC00526XX15_150500,733,31.350613915416098,-0.3061357754545068
CC00526XX15_169900,732,34.72950819672131,-0.27628417154244295
CC00527XX16_184400,731,31.01778385772914,-0.29641278736781856
CC00528XX17_183200,732,34.73497267759563,-0.2833495415151262
CC00529AN18_151300,732,37.24863387978142,-0.23551239798109777
CC00529AN18_170000,736,33.34782608695652,-0.23127542333765896
CC00529BN18_151200,736,40.34510869565217,-0.30408979890084953
CC00529BN18_170100,732,32.73224043715847,-0.2999498975505904
CC00530XX11_153600,734,40.51771117166213,-0.2983400923387374
CC00530XX11_181301,732,34.669398907103826,-0.31806353689419914
CC00532XX13_154200,730,34.342465753424655,-0.25253328745959697
CC00534XX15_155100,730,35.47671232876712,-0.2839872714595616
CC00535XX16_155600,735,34.06530612244898,-0.24493115620489567
CC00536XX17_156900,731,30.74418604651163,-0.2506985124633862
CC00537XX18_157100,735,33.50476190476191,-0.27236358403307104
CC00538XX19_157200,734,34.01907356948229,-0.31236060933350157
CC00540XX13_164400,733,33.70532060027285,-0.23735169859640232
CC00542XX15_165800,733,30.72305593451569,-0.28570707286833635
CC00544XX17_169300,734,34.32425068119891,-0.30359560243633993
CC00545XX18_170400,733,38.97407912687585,-0.3088700545398275
CC00546XX19_173100,736,30.877717391304348,-0.26036130036484345
CC00547XX20_157300,732,39.3551912568306,-0.21290974743242044
CC00548XX21_157400,732,33.17213114754098,-0.2707785972905979
CC00549XX22_157600,735,34.23673469387755,-0.2582790684771659
CC00550XX06_157800,736,34.567934782608695,-0.2568685260056143
CC00551XX07_158001,735,36.089795918367344,-0.27793500631152357
CC00552XX08_159300,731,34.10123119015048,-0.2924766436903448
CC00553XX09_159000,734,33.37057220708447,-0.25833047051092456
CC00554XX10_160200,735,36.775510204081634,-0.23108969039949337
CC00555XX11_162400,734,31.61035422343324,-0.21195333557497742
CC00556XX12_162902,733,35.23601637107776,-0.303896947759327
CC00557XX13_163400,737,33.687924016282224,-0.18881951127107297
CC00558XX14_164100,731,33.723666210670316,-0.28606460772750947
CC00561XX09_159900,734,32.18801089918256,-0.24797286790429154
CC00562XX10_191900,734,32.53133514986376,-0.24761923182658105
CC00563XX11_153900,736,33.57608695652174,-0.29000304793301884
CC00564XX12_154100,735,38.45170068027211,-0.28958466385337256
CC00566XX14_164500,735,38.54965986394558,-0.2498353692335061
CC00568XX16_198900,734,34.97275204359673,-0.2592523538173759
CC00569XX17_158300,732,31.240437158469945,-0.2582660663089709
CC00569XX17_170600,730,30.02191780821918,-0.2601034137281082
CC00570XX10_158900,736,34.421195652173914,-0.24439988664886933
CC00571AN11_159101,732,37.0792349726776,-0.32796382525508316
CC00572BN12_161400,735,33.62176870748299,-0.2617393698973518
CC00572CN12_161200,735,36.69931972789116,-0.2597500563615774
CC00576XX16_163200,733,41.89085948158254,-0.26447724560452535
CC00576XX16_178200,727,32.20357634112792,-0.259482052845065
CC00577XX17_180400,734,33.55313351498638,-0.28636329398681454
CC00578BN18_164800,732,33.97540983606557,-0.2931998655345378
CC00580XX12_173700,731,33.07797537619699,-0.29860515833385004
CC00581XX13_177101,734,33.41961852861036,-0.2672001636826595
CC00582XX14_178300,733,34.95225102319236,-0.2735216458513344
CC00583XX15_178600,735,31.368707482993198,-0.2849258211230591
CC00584XX16_178800,732,33.19398907103825,-0.27435487928679886
CC00585XX17_178900,732,35.49726775956284,-0.256617068031999
CC00586XX18_179000,734,32.46866485013624,-0.30561290128726165
CC00587XX19_180300,733,34.068212824010914,-0.24998693448581938
CC00588XX20_183600,733,33.219645293315146,-0.2445599959314727
CC00589XX21_184000,733,34.48840381991815,-0.24290248584808216
CC00590XX14_187000,733,34.1418826739427,-0.2747100140329604
CC00592XX16_188800,731,29.3406292749658,-0.2751387937263358
CC00593XX17_189401,734,32.817438692098094,-0.306196793132686
CC00594XX18_189800,733,34.908594815825374,-0.2448468782102065
CC00595XX19_189900,734,33.776566757493185,-0.23936848596460014
CC00596XX20_190100,733,33.45156889495225,-0.2624150929323975
CC00597XX21_190200,735,33.3469387755102,-0.2341105215345861
CC00598XX22_190300,734,34.35422343324251,-0.26208543147370866
CC00600XX06_175800,733,41.32878581173261,-0.3112730357079046
CC00600XX06_192200,734,35.53133514986376,-0.2971279696132504
CC00605XX11_172700,733,33.186903137789905,-0.2625627167262626
CC00605XX11_187700,733,35.17326057298772,-0.30495904702317006
CC00607XX13_179300,735,39.80408163265306,-0.2181614072029024
CC00613XX11_181601,733,30.733969986357437,-0.26516800333757284
CC00616XX14_184700,735,33.24081632653061,-0.2583805347581341
